Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenda,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,DB reference source,URL,,ToxVal_ ID,Chemical_ID
,Indoxacarb,173584-44-6,COC([C@@]1(C2)OCN(C(N(C(OC)=O)c(cc3)ccc3OC(F)(F)F)=O)N=C1c(cc1)c2cc1Cl)=O,DTXSID1032690,,187,187_EFSADB,EFSA,EFSA,acute,human health,rat,oral,=,146.4,mg/kg-day,527.838,0.0003,3.5570,,Peer review of the pesticide risk assessment of the active substance indoxacarb 20180125,https://doi.org/doi:10.2903/j.efsa.2018.5140,,914618,ToxVal00035_c1b4b656945837e7
,Quartz sand,-,O=[Si]=O,NODTXSID,,188,188_EFSADB,EFSA,EFSA,acute,human health,rat,oral,>,2000,mg/kg,60.084,0.0333,1.4777,,Conclusion on the peer review of the pesticide risk assessment of the active substance quartz sand 20110722,https://doi.org/doi:10.2903/j.efsa.2011.2300,,914619,ToxVal00035_5c50e102c61e2289
,Sodium bicarbonate,144-55-8,[O-]C(O)=O.[Na+],DTXSID9021269,,189,189_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,537.4,ug/piece,84.0059,0.0064,2.1940,,Peer review of the pesticide risk assessment of the active substance sodium hydrogen carbonate 20180914,https://doi.org/doi:10.2903/j.efsa.2018.5407,,914631,ToxVal00035_ef38dcb423c0c778
,Sodium bicarbonate,144-55-8,[O-]C(O)=O.[Na+],DTXSID9021269,,190,190_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,559.1,ug/piece,84.0059,0.0067,2.1768,,Peer review of the pesticide risk assessment of the active substance sodium hydrogen carbonate 20180914,https://doi.org/doi:10.2903/j.efsa.2018.5407,,914632,ToxVal00035_ef38dcb423c0c778
,Tralkoxydim,87820-88-0,CC/C(\C(C(CC(C1)c2c(C)cc(C)cc2C)=O)=C1O)=N\OCC,DTXSID1034973,,191,191_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,117,ug/piece,329.438,0.0004,3.4496,,Conclusion regarding the peer review of the pesticide risk assessment of the active substance tralkoxydim 20080728,https://doi.org/doi:10.2903/j.efsa.2008.139r,,914637,ToxVal00035_239785ea65abbad7
,beta-Cypermethrin,1224510-29-5,CC(C)([C@H]1C=C(Cl)Cl)[C@H]1C(O[C@@H](c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID6052871,,192,192_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,=,0.05,ug/piece,416.303,0.0000,6.9204,,Conclusion on the peer review of the pesticide risk assessment of the active substance beta-cypermethrin 20140620,https://doi.org/doi:10.2903/j.efsa.2014.3717,,914640,ToxVal00035_f5dac27585caa311
,beta-Cypermethrin,1224510-29-5,CC(C)([C@H]1C=C(Cl)Cl)[C@H]1C(O[C@@H](c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID6052871,,193,193_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.014,ug/piece,416.303,0.0000,7.4733,,Conclusion on the peer review of the pesticide risk assessment of the active substance beta-cypermethrin 20140620,https://doi.org/doi:10.2903/j.efsa.2014.3717,,914641,ToxVal00035_f5dac27585caa311
,Maltodextrin,9050-36-6,,DTXSID5027720,,194,194_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,127.7,ug/piece,,#¡DIV/0!,#¡DIV/0!,,Conclusion on the peer review of the pesticide risk assessment of the active substance maltodextrin 20130108,https://doi.org/doi:10.2903/j.efsa.2013.3007,,914642,ToxVal00035_fdc5f7b510eb9455
,Maltodextrin,9050-36-6,,DTXSID5027720,,195,195_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,200,ug/piece,,#¡DIV/0!,#¡DIV/0!,,Conclusion on the peer review of the pesticide risk assessment of the active substance maltodextrin 20130108,https://doi.org/doi:10.2903/j.efsa.2013.3007,,914643,ToxVal00035_fdc5f7b510eb9455
,Quizalofop-P-tefuryl,-,CC(C(OCC1OCCC1)=O)Oc(cc1)ccc1Oc1cnc(cc(cc2)Cl)c2n1,NODTXSID,,196,196_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,=,16.8,ug/piece,428.871,0.0000,4.4070,,Conclusion regarding the peer review of the pesticide risk assessment of the active substance quizalofop-P (considered variants quizalofop-P-ethyl and quizalofop-P-tefuryl). 20090714,https://doi.org/doi:10.2903/j.efsa.2009.205r,,914644,ToxVal00035_4f8b9378a907f02d
,Aqueous extract from the germinated seeds of sweet Lupinus albus,-,,NODTXSID,,197,197_EFSADB,EFSA,EFSA PPR,acute,human health,rat,-,=,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,Peer review of the pesticide risk assessment of the active substance aqueous extract from the germinated seeds of sweet Lupinus albus 20200723,https://doi.org/doi:10.2903/j.efsa.2020.6190,,914647,ToxVal00035_18b0bb028dbda97c
,Aqueous extract from the germinated seeds of sweet Lupinus albus,-,,NODTXSID,,198,198_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,>,196.8,ug/piece,,#¡DIV/0!,#¡DIV/0!,,Peer review of the pesticide risk assessment of the active substance aqueous extract from the germinated seeds of sweet Lupinus albus 20200723,https://doi.org/doi:10.2903/j.efsa.2020.6190,,914648,ToxVal00035_18b0bb028dbda97c
,"N-(3,4-Dichlorophenyl)propanamide",709-98-8,CCC(Nc(cc1)cc(Cl)c1Cl)=O,DTXSID8022111,,199,199_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,94.26,ug/piece,218.082,0.0004,3.3643,,Conclusion on the peer review of the pesticide risk assessment of the active substance propanil 20110304,https://doi.org/doi:10.2903/j.efsa.2011.2085,,914658,ToxVal00035_b312dfcde8898c14
,Propineb,12071-83-9,CC(CNC([S-])=S)NC([S-])=S.[Zn+2],DTXSID1052741,,200,200_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,100,ug/piece,289.787,0.0003,3.4621,,Peer review of the pesticide risk assessment of the active substance propineb 20161115,https://doi.org/doi:10.2903/j.efsa.2016.4605,,914663,ToxVal00035_c09855fb963c5697
,Propisochlor,86763-47-5,CCc(cccc1C)c1N(COC(C)C)C(CCl)=O,DTXSID2058205,,201,201_EFSADB,EFSA,EFSA,acute,human health,rat,oral,=,1916,mg/kg,283.798,0.0068,2.1706,,Conclusion on the peer review of the pesticide risk assessment of the active substance propisochlor 20100917,https://doi.org/doi:10.2903/j.efsa.2010.1769,,914670,ToxVal00035_38c1620a8457d84d
,Propyzamide,23950-58-5,CC(C)(C#C)NC(c1cc(Cl)cc(Cl)c1)=O,DTXSID2020420,,202,202_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,100,ug/piece,256.131,0.0004,3.4085,,Peer review of the pesticide risk assessment of the active substance propyzamide 20160802,https://doi.org/doi:10.2903/j.efsa.2016.4554,,914672,ToxVal00035_146d7e972fb2f844
,Propyzamide,23950-58-5,CC(C)(C#C)NC(c1cc(Cl)cc(Cl)c1)=O,DTXSID2020420,,203,203_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,256.131,0.0004,3.4085,,Peer review of the pesticide risk assessment of the active substance propyzamide 20160802,https://doi.org/doi:10.2903/j.efsa.2016.4554,,914675,ToxVal00035_146d7e972fb2f844
,Pyrethrin I,121-21-1,CC(C)([C@@H]1C=C(C)C)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C=C)C1=O)=O,DTXSID4034499,,204,204_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,1151.48,mg/kg-day,328.45,0.0035,2.4552,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914681,ToxVal00035_1247e3a07db2c7c2
,Cinerin I,25402-06-6,CC(C)([C@@H]1C=C(C)C)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C)C1=O)=O,DTXSID4041787,,205,205_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,1151.48,mg/kg-day,316.439,0.0036,2.4390,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914682,ToxVal00035_761858e70c88d020
,Jasmolin I,4466-14-2,CC/C=C\CC(C(C1)=O)=C(C)[C@H]1OC([C@H]1C(C)(C)[C@@H]1C=C(C)C)=O,DTXSID5042081,,206,206_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,1151.48,mg/kg-day,330.466,0.0035,2.4579,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914683,ToxVal00035_d16e691cf1c290ec
,Pyrethrin II,121-29-9,C/C(\C(OC)=O)=C\[C@@H](C1)[C@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C=C)C1=O)=O,DTXSID2042353,,207,207_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,1151.48,mg/kg-day,344.406,0.0033,2.4758,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914684,ToxVal00035_1e6e5f9515610be3
,Cinerin II,121-20-0,CC(C)([C@@H]1/C=C(\C)/C(OC)=O)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C)C1=O)=O,DTXSID9041788,,208,208_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,1151.48,mg/kg-day,360.448,0.0032,2.4956,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914685,ToxVal00035_a52afc443e472c2b
,Jasmolin II,1172-63-0,CC/C=C\CC(C(C1)=O)=C(C)[C@H]1OC([C@H]1C(C)(C)[C@@H]1/C=C(\C)/C(OC)=O)=O,DTXSID0042082,,209,209_EFSADB,EFSA,EFSA,acute,eco,bobwhite quail,oral,>,1151.48,mg/kg-day,374.475,0.0031,2.5122,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914686,ToxVal00035_a6d565ff79e4a046
,Pyrethrin I,121-21-1,CC(C)([C@@H]1C=C(C)C)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C=C)C1=O)=O,DTXSID4034499,,210,210_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,700,mg/kg,328.45,0.0021,2.6714,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914699,ToxVal00035_1247e3a07db2c7c2
,Cinerin I,25402-06-6,CC(C)([C@@H]1C=C(C)C)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C)C1=O)=O,DTXSID4041787,,211,211_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,700,mg/kg,316.439,0.0022,2.6552,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914700,ToxVal00035_761858e70c88d020
,Jasmolin I,4466-14-2,CC/C=C\CC(C(C1)=O)=C(C)[C@H]1OC([C@H]1C(C)(C)[C@@H]1C=C(C)C)=O,DTXSID5042081,,212,212_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,700,mg/kg,330.466,0.0021,2.6740,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914701,ToxVal00035_d16e691cf1c290ec
,Pyrethrin II,121-29-9,C/C(\C(OC)=O)=C\[C@@H](C1)[C@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C=C)C1=O)=O,DTXSID2042353,,213,213_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,700,mg/kg,344.406,0.0020,2.6920,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914702,ToxVal00035_1e6e5f9515610be3
,Cinerin II,121-20-0,CC(C)([C@@H]1/C=C(\C)/C(OC)=O)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C)C1=O)=O,DTXSID9041788,,214,214_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,700,mg/kg,360.448,0.0019,2.7117,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914703,ToxVal00035_a52afc443e472c2b
,Jasmolin II,1172-63-0,CC/C=C\CC(C(C1)=O)=C(C)[C@H]1OC([C@H]1C(C)(C)[C@@H]1/C=C(\C)/C(OC)=O)=O,DTXSID0042082,,215,215_EFSADB,EFSA,EFSA,acute,human health,rat,-,=,700,mg/kg,374.475,0.0019,2.7283,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914704,ToxVal00035_a6d565ff79e4a046
,Pyrethrin I,121-21-1,CC(C)([C@@H]1C=C(C)C)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C=C)C1=O)=O,DTXSID4034499,,216,216_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.013,ug/piece,328.45,0.0000,7.4025,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914711,ToxVal00035_1247e3a07db2c7c2
,Cinerin I,25402-06-6,CC(C)([C@@H]1C=C(C)C)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C)C1=O)=O,DTXSID4041787,,217,217_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.013,ug/piece,316.439,0.0000,7.3863,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914712,ToxVal00035_761858e70c88d020
,Jasmolin I,4466-14-2,CC/C=C\CC(C(C1)=O)=C(C)[C@H]1OC([C@H]1C(C)(C)[C@@H]1C=C(C)C)=O,DTXSID5042081,,218,218_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.013,ug/piece,330.466,0.0000,7.4052,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914713,ToxVal00035_d16e691cf1c290ec
,Pyrethrin II,121-29-9,C/C(\C(OC)=O)=C\[C@@H](C1)[C@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C=C)C1=O)=O,DTXSID2042353,,219,219_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.013,ug/piece,344.406,0.0000,7.4231,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914714,ToxVal00035_1e6e5f9515610be3
,Cinerin II,121-20-0,CC(C)([C@@H]1/C=C(\C)/C(OC)=O)[C@@H]1C(O[C@@H](C1)C(C)=C(C/C=C\C)C1=O)=O,DTXSID9041788,,220,220_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.013,ug/piece,360.448,0.0000,7.4429,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914715,ToxVal00035_a52afc443e472c2b
,Jasmolin II,1172-63-0,CC/C=C\CC(C(C1)=O)=C(C)[C@H]1OC([C@H]1C(C)(C)[C@@H]1/C=C(\C)/C(OC)=O)=O,DTXSID0042082,,221,221_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.013,ug/piece,374.475,0.0000,7.4595,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyrethrins 20130109,https://doi.org/doi:10.2903/j.efsa.2013.3032,,914716,ToxVal00035_a6d565ff79e4a046
,Pyridaben,96489-71-3,CC(C)(C)c1ccc(CSC(C=NN(C(C)(C)C)C2=O)=C2Cl)cc1,DTXSID5032573,,222,222_EFSADB,EFSA,EFSA,acute,human health,rat,oral,=,570,mg/kg-day,364.94,0.0016,2.8063,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyridaben 20100608,https://doi.org/doi:10.2903/j.efsa.2010.1632,,914762,ToxVal00035_2291f66bed0f9497
,Pyridaben,96489-71-3,CC(C)(C)c1ccc(CSC(C=NN(C(C)(C)C)C2=O)=C2Cl)cc1,DTXSID5032573,,223,223_EFSADB,EFSA,EFSA,acute,human health,rat,oral,=,161,mg/kg-day,364.94,0.0004,3.3554,,Conclusion on the peer review of the pesticide risk assessment of the active substance pyridaben 20100608,https://doi.org/doi:10.2903/j.efsa.2010.1632,,914763,ToxVal00035_2291f66bed0f9497
,Pyriproxyfen,95737-68-1,CC(COc(cc1)ccc1Oc1ccccc1)Oc1ncccc1,DTXSID1032640,,224,224_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,74,ug/piece,321.375,0.0002,3.6378,,Peer review of the pesticide risk assessment of the active substance pyriproxyfen 20090806,https://doi.org/doi:10.2903/j.efsa.2009.336r,,914770,ToxVal00035_85cb3bf8cca2a030
,Zoxamide,156052-68-5,CCC(C)(C(CCl)=O)NC(c1cc(Cl)c(C)c(Cl)c1)=O,DTXSID9032581,,225,225_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,33,ug/piece,336.645,0.0001,4.0087,,Peer review of the pesticide risk assessment of the active substance zoxamide 20170925,https://doi.org/doi:10.2903/j.efsa.2017.4980,,914786,ToxVal00035_31e5c425b2fca8fe
,Resveratrol,501-36-0,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,DTXSID4031980,,226,226_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,100,ug/piece,228.246,0.0004,3.3584,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914800,ToxVal00035_c28ecfbe79fa660c
,3-Hydroxy-5-(2-(4-hydroxyphenyl)ethenyl)phenyl-beta-D-glucopyranoside,65914-17-2,,DTXSID20897454,,227,227_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,100,ug/piece,,#¡DIV/0!,#¡DIV/0!,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914801,ToxVal00035_112987b4476f0743
,Emodin,518-82-1,Cc(cc1C(c2cc(O)cc(O)c22)=O)cc(O)c1C2=O,DTXSID5025231,,228,228_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,100,ug/piece,270.239,0.0004,3.4317,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914802,ToxVal00035_54f3f0330e51f88e
,Emodin 1-O-beta-D-glucoside,38840-23-2,Cc(cc1C(c2cc(O)cc(O)c22)=O)cc(O[C@@H]([C@@H]([C@H]3O)O)O[C@H](CO)[C@H]3O)c1C2=O,DTXSID201020031,,229,229_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,100,ug/piece,432.38,0.0002,3.6359,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914803,ToxVal00035_68cb3096bde86a1f
,Physcione,521-61-9,COc(cc1C(c2c3ccc(O)c2)=O)cc(O)c1C3=O,DTXSID20200101,,230,230_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,100,ug/piece,270.239,0.0004,3.4317,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914804,ToxVal00035_ea9d2a678c11d2b5
,Resveratrol,501-36-0,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,DTXSID4031980,,231,231_EFSADB,EFSA,EFSA,acute,eco,tiger worm,-,>,100,mg/kg,228.246,0.0004,3.3584,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914815,ToxVal00035_c28ecfbe79fa660c
,3-Hydroxy-5-(2-(4-hydroxyphenyl)ethenyl)phenyl-beta-D-glucopyranoside,65914-17-2,,DTXSID20897454,,232,232_EFSADB,EFSA,EFSA,acute,eco,tiger worm,-,>,100,mg/kg,,#¡DIV/0!,#¡DIV/0!,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914816,ToxVal00035_112987b4476f0743
,Emodin,518-82-1,Cc(cc1C(c2cc(O)cc(O)c22)=O)cc(O)c1C2=O,DTXSID5025231,,233,233_EFSADB,EFSA,EFSA,acute,eco,tiger worm,-,>,100,mg/kg,270.239,0.0004,3.4317,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914817,ToxVal00035_54f3f0330e51f88e
,Emodin 1-O-beta-D-glucoside,38840-23-2,Cc(cc1C(c2cc(O)cc(O)c22)=O)cc(O[C@@H]([C@@H]([C@H]3O)O)O[C@H](CO)[C@H]3O)c1C2=O,DTXSID201020031,,234,234_EFSADB,EFSA,EFSA,acute,eco,tiger worm,-,>,100,mg/kg,432.38,0.0002,3.6359,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914818,ToxVal00035_68cb3096bde86a1f
,Physcione,521-61-9,COc(cc1C(c2c3ccc(O)c2)=O)cc(O)c1C3=O,DTXSID20200101,,235,235_EFSADB,EFSA,EFSA,acute,eco,tiger worm,-,>,100,mg/kg,270.239,0.0004,3.4317,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914819,ToxVal00035_ea9d2a678c11d2b5
,Resveratrol,501-36-0,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,DTXSID4031980,,236,236_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,228.246,0.0004,3.3584,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914825,ToxVal00035_c28ecfbe79fa660c
,3-Hydroxy-5-(2-(4-hydroxyphenyl)ethenyl)phenyl-beta-D-glucopyranoside,65914-17-2,,DTXSID20897454,,237,237_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,,#¡DIV/0!,#¡DIV/0!,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914826,ToxVal00035_112987b4476f0743
,Emodin,518-82-1,Cc(cc1C(c2cc(O)cc(O)c22)=O)cc(O)c1C2=O,DTXSID5025231,,238,238_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,270.239,0.0004,3.4317,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914827,ToxVal00035_54f3f0330e51f88e
,Emodin 1-O-beta-D-glucoside,38840-23-2,Cc(cc1C(c2cc(O)cc(O)c22)=O)cc(O[C@@H]([C@@H]([C@H]3O)O)O[C@H](CO)[C@H]3O)c1C2=O,DTXSID201020031,,239,239_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,432.38,0.0002,3.6359,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914828,ToxVal00035_68cb3096bde86a1f
,Physcione,521-61-9,COc(cc1C(c2c3ccc(O)c2)=O)cc(O)c1C3=O,DTXSID20200101,,240,240_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,270.239,0.0004,3.4317,,Peer review of the pesticide risk assessment of the active substance Reynoutria sachalinensis extract 20150911,https://doi.org/doi:10.2903/j.efsa.2015.4221,,914829,ToxVal00035_ea9d2a678c11d2b5
,Silthiofam,175217-20-6,Cc1c(C)[s]c([Si](C)(C)C)c1C(NCC=C)=O,DTXSID1058000,,241,241_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,105.7,ug/piece,267.468,0.0004,3.4032,,Peer review of the pesticide risk assessment of the active substance silthiofam 20160822,https://doi.org/doi:10.2903/j.efsa.2016.4574,,914845,ToxVal00035_140ed5b6b22a5445
,Silthiofam,175217-20-6,Cc1c(C)[s]c([Si](C)(C)C)c1C(NCC=C)=O,DTXSID1058000,,242,242_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,267.468,0.0004,3.4273,,Peer review of the pesticide risk assessment of the active substance silthiofam 20160822,https://doi.org/doi:10.2903/j.efsa.2016.4574,,914846,ToxVal00035_140ed5b6b22a5445
,"1-(4-chlorophenyl)-5-(2-methoxyethoxy)-4-oxo-1,4-dihydrocinnoline-3-carboxylic acid",130561-48-7,COCCOc1cccc(N(c(cc2)ccc2Cl)N=C2C(O)=O)c1C2=O,DTXSID701020179,,243,243_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,100,ug/piece,374.779,0.0003,3.5738,,Conclusion on the peer review of the pesticide risk assessment of the active substance sintofen 20101214,https://doi.org/doi:10.2903/j.efsa.2010.1931,,914847,ToxVal00035_5964ed45eaa18fdc
,Forchlorfenuron,68157-60-8,O=C(Nc1ccccc1)Nc1cc(Cl)ncc1,DTXSID1034634,,244,244_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,34.1,ug/piece,247.684,0.0001,3.8611,,Peer review of the pesticide risk assessment of the active substance forchlorfenuron 20170629,https://doi.org/doi:10.2903/j.efsa.2017.4874,,914850,ToxVal00035_48a7f421af8dead2
,Forchlorfenuron,68157-60-8,O=C(Nc1ccccc1)Nc1cc(Cl)ncc1,DTXSID1034634,,245,245_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,30,ug/piece,247.684,0.0001,3.9168,,Peer review of the pesticide risk assessment of the active substance forchlorfenuron 20170629,https://doi.org/doi:10.2903/j.efsa.2017.4874,,914851,ToxVal00035_48a7f421af8dead2
,Flazasulfuron,104040-78-0,COc1nc(NC(NS(c2ncccc2C(F)(F)F)(=O)=O)=O)nc(OC)c1,DTXSID3034610,,246,246_EFSADB,EFSA,EFSA,acute,human health,rat,oral,=,1318,mg/kg-day,407.328,0.0032,2.4900,,Peer review of the pesticide risk assessment of the active substance flazasulfuron 20160830,https://doi.org/doi:10.2903/j.efsa.2016.4575,,914855,ToxVal00035_de2fdd0166e83046
,Spirolide A,NOCAS_1022177,C[C@@H](C1)[C@H](C[C@H](/C(\C)=C/[C@@H]([C@@]2(CC3)C(CCC4)=NC[C@@H](C)CC2)C(C)=C3[C@@H](C=C2C)OC2=O)O)O[C@]1(CC1)O[C@@]1([C@](C)(CC1)O)O[C@H]1CC4=C,DTXSID101022177,,247,247_EFSADB,EFSA,EFSA CONTAM,acute,human health,mouse,oral,=,0.05,mg/kg,691.946,0.0000,7.1411,,"Scientific Opinion on marine biotoxins in shellfish - Cyclic imines(spirolides, gymnodimines, pinnatoxins and pteriatoxins) 20100607",https://doi.org/doi:10.2903/j.efsa.2010.1628,,914882,ToxVal00035_a7f1eda36e193bf6
