Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,Reference DB source,URL,ToxVal_ID,Chemical_ID
,"Hexadecanoic acid, 1-methylethyl ester",142-91-6,CCCCCCCCCCCCCCCC(OC(C)C)=O,DTXSID9027104,,244,244_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,298.509,0.0167,1.7760,EFSA Group 07 Rev 5 Acute Toxicity Data Moreno (1978) Moreno (1978),http://www.efsa.europa.eu/en/topics/topic/flavourings,60221,ToxVal00036_0089b6d6b1cd25f0
,"formic acid, 1-methylpropyl ester",589-40-2,CCC(C)OC=O,DTXSID80862249,,245,245_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,11300,mg/kg,102.132,0.1106,0.9561,EFSA Group 07 Rev 5 Acute Toxicity Data Union Carbide Corp. (1980) Union Carbide Corp. (1980),http://www.efsa.europa.eu/en/topics/topic/flavourings,60222,ToxVal00036_0d6ffcdcdc0d89af
,9-Decen-2-one,35194-30-0,CC(CCCCCCC=C)=O,DTXSID70188687,,246,246_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2500,mg/kg,154.252,0.0162,1.7903,EFSA Group 07 Rev 5 Acute Toxicity Data Flavour Industry (2009) Flavour Industry (2009),http://www.efsa.europa.eu/en/topics/topic/flavourings,60223,ToxVal00036_c4c3558d22317c1d
,"6-Methylhepta-3,5-dien-2-one",1604-28-0,CC(C)=CC=CC(C)=O,DTXSID7051761,,247,247_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,3200,mg/kg,124.182,0.0258,1.5889,EFSA Group 07 Rev 5 Acute Toxicity Data Colaianni (1967) Colaianni (1967),http://www.efsa.europa.eu/en/topics/topic/flavourings,60224,ToxVal00036_5a4fcab53adaaacc
,Pseudoionone,141-10-6,CC(C)=CCCC(C)=CC=CC(C)=O,DTXSID7029168,,248,248_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,192.301,0.0260,1.5850,EFSA Group 07 Rev 5 Acute Toxicity Data Moreno (1976) Moreno (1976),http://www.efsa.europa.eu/en/topics/topic/flavourings,60225,ToxVal00036_2a08e4de46d1a177
,Dimethyl sulfide,75-18-3,CSC,DTXSID9026398,,249,249_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,3700,mg/kg,62.1356,0.0595,1.2251,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Koptyaev, 1967b) (Koptyaev, 1967b)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60226,ToxVal00036_84e0802ce41d4126
,Dimethyl sulfide,75-18-3,CSC,DTXSID9026398,,250,250_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3300,mg/kg,62.1356,0.0531,1.2748,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Koptyaev, 1967b) (Koptyaev, 1967b)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60227,ToxVal00036_84e0802ce41d4126
,Dibutyl sulfide,544-40-1,CCCCSCCCC,DTXSID6022058,,251,251_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2220,mg/kg,146.297,0.0152,1.8189,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Moreno, 1975g) (Moreno, 1975g)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60228,ToxVal00036_a659562ef8f5bdef
,3-(Methylthio)propanal,3268-49-3,CSCCC=O,DTXSID9027528,,252,252_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1000,mg/kg,104.173,0.0096,2.0178,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Ballantyne and Myers, 2000) (Ballantyne and Myers, 2000)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60229,ToxVal00036_1f671848f1c74466
,Ethyl 3-(methylthio)propionate,13327-56-5,CCOC(CCSC)=O,DTXSID2065414,,253,253_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,148.225,0.0337,1.4720,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Panasevich et al., 1980) (Panasevich et al., 1980)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60230,ToxVal00036_05f4ceb491ecf53d
,"Phenol, 2-(methylthio)-",1073-29-6,CSc(cccc1)c1O,DTXSID9061463,,254,254_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1740,mg/kg,140.206,0.0124,1.9062,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Butterworth and Mason, 1981) (Butterworth and Mason, 1981)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60231,ToxVal00036_ecfa8def7b370911
,"Phenol, 2-(methylthio)-",1073-29-6,CSc(cccc1)c1O,DTXSID9061463,,255,255_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,1560,mg/kg,140.206,0.0111,1.9536,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Butterworth and Mason, 1981) (Butterworth and Mason, 1981)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60232,ToxVal00036_ecfa8def7b370911
,Methyl 2-methylthio)butyrate,51534-66-8,,NODTXSID,,256,256_EFSA2NB,EFSA2,-,acute,human health,rat,oral,=,2108,mg/kg,,#¡DIV/0!,#¡DIV/0!,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Piccirillo and Lunchicki, 1982) (Piccirillo and Lunchicki, 1982)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60233,ToxVal00036_411d058b22bda1a2
,Tetrahydrothiophene,110-01-0,C1CSCC1,DTXSID3047760,,257,257_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1750,mg/kg,88.1735,0.0198,1.7023,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Auletta and Daly, 1985) (Auletta and Daly, 1985)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60234,ToxVal00036_ae1adbed83714d7a
,Tetrahydrothiophene,110-01-0,C1CSCC1,DTXSID3047760,,258,258_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1200,mg/kg,88.1735,0.0136,1.8662,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Dow Chemical Company, 1992a) (Dow Chemical Company, 1992a)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60235,ToxVal00036_ae1adbed83714d7a
,1-Propanethiol,107-03-9,CCCS,DTXSID5026750,,259,259_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,134,mg/kg,76.1625,0.0018,2.7546,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Elf Atochem, 1981b) (Elf Atochem, 1981b)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60236,ToxVal00036_4971dd908d0b3971
,1-Propanethiol,107-03-9,CCCS,DTXSID5026750,,260,260_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1790,mg/kg,76.1625,0.0235,1.6289,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Fairchild and Stokinger, 1958) (Fairchild and Stokinger, 1958)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60237,ToxVal00036_4971dd908d0b3971
,t-Butyl mercaptan,75-66-1,CC(C)(C)S,DTXSID0026418,,261,261_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4729,mg/kg,90.1894,0.0524,1.2804,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Fairchild and Stokinger, 1958) (Fairchild and Stokinger, 1958)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60238,ToxVal00036_8fb42abadc49540d
,t-Butyl mercaptan,75-66-1,CC(C)(C)S,DTXSID0026418,,262,262_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,8400,mg/kg,90.1894,0.0931,1.0309,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Phillips Petroleum Company, 1990a) (Phillips Petroleum Company, 1990a)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60239,ToxVal00036_8fb42abadc49540d
,1-Butanethiol,109-79-5,CCCCS,DTXSID6026824,,263,263_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1500,mg/kg,90.1894,0.0166,1.7791,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Fairchild and Stokinger, 1958) (Fairchild and Stokinger, 1958)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60240,ToxVal00036_cf62a2b5ef266a93
,"1-Propanethiol, 2-methyl-",513-44-0,CC(C)CS,DTXSID9060156,,264,264_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,7168,mg/kg,90.1894,0.0795,1.0998,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Fairchild and Stokinger, 1958) (Fairchild and Stokinger, 1958)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60241,ToxVal00036_e2aa6d616e55ca80
,2-Butanethiol,513-53-1,CCC(C)S,DTXSID1041396,,265,265_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5176,mg/kg,90.1894,0.0574,1.2412,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Elf Atochem, 1981a) (Elf Atochem, 1981a)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60242,ToxVal00036_5badc9a917a8bbb3
,"2-Butanethiol, 2-methyl-",1679-09-0,CCC(C)(C)S,DTXSID5061877,,266,266_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,104.216,0.0480,1.3190,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Elf Atochem, 1977) (Elf Atochem, 1977)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60243,ToxVal00036_82d483aaa02962e1
,Pentane-2-thiol,2084-19-7,CCCC(C)S,DTXSID00862827,,267,267_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,104.216,0.0480,1.3190,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Collinson, 1989a) (Collinson, 1989a)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60244,ToxVal00036_76324c8583174aa9
,"2-Butanethiol, 3-methyl-",2084-18-6,CC(C)C(C)S,DTXSID40862826,,268,268_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,540,mg/kg,104.216,0.0052,2.2855,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Harper and Ginn, 1964) (Harper and Ginn, 1964)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60245,ToxVal00036_6e39ded97f15d8af
,Cyclopentanethiol,1679-07-8,SC1CCCC1,DTXSID1047108,,269,269_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2680,mg/kg,102.2,0.0262,1.5813,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Oser, 1970c) (Oser, 1970c)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60246,ToxVal00036_666a8abd39b913ce
,2-(4-Methylcyclohex-3-en-1-yl)propane-2-thiol,71159-90-5,CC(C)(C1CC=C(C)CC1)S,DTXSID1052458,,270,270_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,6000,mg/kg,170.319,0.0352,1.4531,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Mondino and Peano, 1982) (Mondino and Peano, 1982)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60247,ToxVal00036_9d055df76053b9f0
,Benzenethiol,108-98-5,Sc1ccccc1,DTXSID7026811,,271,271_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,46,mg/kg,110.18,0.0004,3.3793,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Fairchild and Stokinger, 1958) (Fairchild and Stokinger, 1958)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60248,ToxVal00036_09b483beddd823c1
,3-Mercapto-2-pentanone,67633-97-0,CCC(C(C)=O)S,DTXSID1047445,,272,272_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,455,mg/kg,118.199,0.0038,2.4146,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Shellenberger, 1971b) (Shellenberger, 1971b)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60249,ToxVal00036_a7e7e37edff38696
,"Benzenethiol, 2,6-dimethyl-",118-72-9,Cc1cccc(C)c1S,DTXSID8059477,,273,273_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3150,mg/kg,138.233,0.0228,1.6423,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Mondino and Peano, 1979a) (Mondino and Peano, 1979a)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60250,ToxVal00036_fe30ad3e6023bff9
,"Ethane-1,2-dithiol",540-63-6,SCCS,DTXSID9052187,,274,274_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,144,mg/kg,94.2016,0.0015,2.8157,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Phillips Petroleum Company, 1990b) (Phillips Petroleum Company, 1990b)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60251,ToxVal00036_af2e894797f4a25e
,"Ethane-1,2-dithiol",540-63-6,SCCS,DTXSID9052187,,275,275_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,342,mg/kg,94.2016,0.0036,2.4400,"EFSA Group 08 Rev. 5 Oral acute toxicity data for candidate and supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60252,ToxVal00036_af2e894797f4a25e
