PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,SMILES,Agonist_Activity,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0005215015 uM,Activity at 0.00156 uM,Activity at 0.00466 uM,Activity at 0.00590 uM,Activity at 0.014 uM,Activity at 0.042 uM,Activity at 0.068 uM,Activity at 0.127 uM,Activity at 0.378 uM,Activity at 0.782 uM,Activity at 1.156 uM,Activity at 3.420 uM,Activity at 5.843 uM,Activity at 10.21 uM,Activity at 30.24 uM,Activity at 43.68 uM,Activity at 92.27 uM,Activity at 218.9 uM,Activity at 489.4 uM,Activity at 1094.5 uM,Activity at 2447.4 uM,Activity at 5811.1 uM,Activity at 12995.4 uM,Activity at 29059.9 uM,Activity at 64977.0 uM,Compound QC
1420,17389819,9280,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08000969-01/37961614,,Inactive,,,,0,,,,,,,4,,-0.7323,-0.325,,0.3026,,-0.2774,0.8029,-1.0493,-0.5076,-0.0461,-0.0908,-1.5702,,-1.6119,-0.1272,-0.76,-0.4053,-0.7323,,,,,,,,,QC'd by NIEHS/NTP
1421,17389820,7055,CC1=CC2=CC=CC=C2C=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07995166-01/37961508,,Inactive,,,,0,,-4.85,4.5045,0.9539,11.5,0.5568,4,0 0 0 0 0 0 0 0 0 0 0 0 1 1,1.5815,-0.1819,,0.0919,,0.2364,0.7809,-0.3693,1.1357,-0.1453,0.2625,-0.0781,,1.5669,1.9297,9.9122,1.5041,1.5815,,,,,,,,,QC'd by NIEHS/NTP
1422,17389821,7002,CC1=CC=CC2=CC=CC=C12,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082709-01/37961979,,Inactive,,,,0,,,,,,,4,,-0.1244,-1.3963,,0.5089,,-0.1614,0.2242,0.1355,0.021,-0.4478,0.0818,-0.255,,-1.6011,0.2004,0.0618,0.4642,-0.1244,,,,,,,,,QC'd by NIEHS/NTP
1423,17389822,7567,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080852-01/37961219,,Inactive,,,,0,,-4.15,1.4641,0.8347,12,-0.1376,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,8.3624,-0.8202,,0.8507,,-0.8081,0.0407,-0.948,0.7223,-0.1199,0.2608,-0.1674,,0.242,0.0901,3.1691,1.9167,8.3624,,,,,,,,,QC'd by NIEHS/NTP
1424,17389823,6344,C(Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08006162-01/37961657,,Inactive,,,,0,,-6.05,2.9523,0.7744,-2.317,0.5,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1,0.008,0.6186,,1.0768,,0.7507,0.4164,-0.4678,0.3023,-0.0619,-0.6791,-1.9308,,-0.7419,-0.4926,1.0745,0.7814,0.008,,,,,,,,,QC'd by NIEHS/NTP
1425,17389824,7543,C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07936225-01/37962004,,Inactive,,,,0,,-4,0.8,0.7775,7,0.1326,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.7534,-0.7228,,0.7577,,0.1679,0.2969,0.17,1.0852,-0.0855,0.1003,1.3538,,0.3722,0.194,1.4123,2.4824,3.7534,,,,,,,,,QC'd by NIEHS/NTP
1426,17389825,4130,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944774-01/37961413,,Inactive,,,,0,,,,,,,4,,0.8704,-0.1464,,-0.0779,,-0.0647,-0.2922,-0.1092,-0.2635,-0.2975,-1.0349,-1.3451,,-1.7997,-0.0131,1.5542,1.2905,0.8704,,,,,,,,,QC'd by NIEHS/NTP
1427,17389827,135436526,CN(C(=N)N[N+](=O)[O-])N=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08001481-01/37962223,,Inactive,,,,0,,,,,,,4,,0.292,-0.1131,,0.3608,,0.7792,0.5877,-0.0455,0.8765,-0.0909,-0.6785,-1.0467,,-0.4739,-0.327,0.2816,1.014,0.292,,,,,,,,,QC'd by NIEHS/NTP
1428,17389828,4156,COS(=O)(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509347-01/37961241,,Inactive,,,,0,,,,,,,4,,-0.4885,-0.5009,,-0.7665,,-0.1371,-0.3665,-0.8421,0.4311,-0.1322,-0.3666,-0.5788,,-0.2336,-0.6295,-0.5695,-0.3729,-0.4885,,,,,,,,,QC'd by NIEHS/NTP
1429,17389829,6658,CC(=C)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944759-01/37961824,,Inactive,,,,0,,,,,,,4,,0.2786,-0.8816,,0.2656,,0.2065,0.6675,-0.0535,0.5047,-0.5993,-0.8879,0.1064,,-0.5785,0.0743,0.4336,1.0111,0.2786,,,,,,,,,QC'd by NIEHS/NTP
1430,17389830,15413,CC(C)(C)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082726-01/37961429,,Inactive,,,,0,,-5.7,4.9549,0.9283,-5.6501,0,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1,-1.7796,0.0432,,0.0499,,-0.1481,-0.2679,0.0014,0.1566,0.4072,0.1582,-2.2084,,-1.9564,-0.4066,0.312,0.025,-1.7796,,,,,,,,,QC'd by NIEHS/NTP
1431,17389831,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07936022-01/37961311,,Inactive,,,,0,,-6.65,0.7,0.8175,3.5,0.1555,4,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2.0127,-0.2871,,1.3669,,-0.0133,1.1658,0.766,1.6332,2.2624,2.4311,3.2223,,3.2041,2.3623,4.1249,1.8732,2.0127,,,,,,,,,QC'd by NIEHS/NTP
1432,17389832,9015,COC1=CC=C(C=C1)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990384-01/37961642,,Inactive,,,,0,,,,,,,4,,0.2002,0.2453,,0.84,,-0.0372,0.898,-0.0842,0.2844,-0.5049,0.3034,-0.3079,,0.2287,0.2466,0.1688,0.4695,0.2002,,,,,,,,,QC'd by NIEHS/NTP
1433,17389833,4115,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08003453-01/37961843,,Inactive,,,,0,,-4.15,1.4641,0.8207,16,0.6072,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,11.4269,-0.1401,,1.1887,,0.5567,-0.0741,-0.0327,1.1244,-0.3274,0.2182,0.0677,,2.6846,0.8689,4.2475,2.754,11.4269,,,,,,,,,QC'd by NIEHS/NTP
1434,17389834,409301,C[Hg]Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07930292-01/37961456,,Inactive,,,,0,,,,,,,4,,1.1039,-0.034,,-0.21,,0.2336,0.8752,-0.1102,-0.8968,-0.8882,-0.2391,-1.3259,,0.213,0.5512,0.7135,1.0765,1.1039,,,,,,,,,QC'd by NIEHS/NTP
1435,17389835,5284416,[Cl-].[Cl-].[Hg+2],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080844-01/37961359,,Inactive,,,,0,,-4.8,4.9549,0.9679,5,0.1358,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1.682,-0.2428,,0.6349,,0.1268,0.5202,0.1601,0.2296,-0.0179,-0.3035,-0.2765,,0.1894,0.2313,3.902,4.8021,1.682,,,,,,,,,QC'd by NIEHS/NTP
1436,17389836,697993,C1=CC=C2C(=C1)NC(=S)S2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08080918-01/37961852,,Inactive,,,,0,,-4.35,0.9,0.9746,18,-0.3989,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,12.0087,-0.1146,,-0.2897,,-0.2758,-0.0131,-0.1764,-1.1657,-0.0917,1.1087,-0.3251,,2.6892,2.6609,5.5829,8.3149,12.0087,,,,,,,,,QC'd by NIEHS/NTP
1437,17389837,460612,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02540531-01/37961178,,Inactive,,,,0,,,,,,,4,,3.7916,1.8781,,1.2634,,1.3357,0.968,-0.4749,-0.6136,1.88,1.0321,-1.7451,,-0.5019,-0.2894,2.0946,0.2249,3.7916,,,,,,,,,QC'd by NIEHS/NTP
1438,17389838,21954,C1=CC(=O)NNC1=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07975445-01/37961147,,Inactive,,,,0,,,,,,,4,,0.5242,-0.4436,,0.7745,,0.0608,-0.1754,-0.2528,-0.1561,-0.7113,0.1974,-0.4414,,-1.5969,-0.2203,0.0494,0.2968,0.5242,,,,,,,,,QC'd by NIEHS/NTP
1439,17389839,4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08583008-01/37962089,,Inactive,,,,0,,,,,,,4,,1.6196,1.2044,,1.2318,,2.0762,2.0273,1.7506,2.1212,0.5707,0.4319,1.7227,,0.6591,1.0004,1.6847,1.8154,1.6196,,,,,,,,,QC'd by NIEHS/NTP
1440,17389840,15415,CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582996-01/37961279,,Inactive,,,,0,,,,,,,4,,1.8995,1.4202,,1.207,,1.0835,1.3417,0.2193,0.5843,0.9662,0.661,0.9346,,0.2438,0.4714,0.6807,2.1186,1.8995,,,,,,,,,QC'd by NIEHS/NTP
1441,17389841,53232,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02540529-01/37961415,,Inactive,,,,0,,,,,,,4,,-1.0186,-0.2512,,-0.2732,,-0.1307,1.3167,-0.8755,-1.2763,0.0381,0.3936,-1.8477,,-1.1018,-1.0923,0.8254,-0.1844,-1.0186,,,,,,,,,QC'd by NIEHS/NTP
1442,17389842,9903,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981443-01/37961695,,Inactive,,,,0,,,,,,,4,,1.3127,0.596,,1.5509,,-0.2274,-0.1463,0.5417,1.0659,0.8101,-0.3305,-0.9832,,0.4374,0.0587,1.4012,0.8552,1.3127,,,,,,,,,QC'd by NIEHS/NTP
1443,17389843,299,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548327-01/37961622,,Inactive,,,,0,,,,,,,4,,0.0088,-1.2454,,-0.4502,,-0.841,-0.5732,-0.3593,-0.9051,-0.9737,-0.4567,-0.0187,,-1.1656,-0.9473,-0.5184,-0.8921,0.0088,,,,,,,,,QC'd by NIEHS/NTP
1444,17389845,637796,C/C=C/C1=CC2=C(C=C1)OCO2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/AB02509355-01/37962039,,Inactive,,,,0,,,,,,,4,,0.5143,,-1.277,-1.4222,0.3122,0.7285,0.7554,-2.8475,0.0491,-1.2885,-1.0643,0.0755,-0.2585,-1.2307,,1.4781,0.2745,0.5143,,,,,,,,,QC'd by NIEHS/NTP
1445,17389846,3776,CC(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944033-01/37962255,,Inactive,,,,0,,,,,,,4,,2.9215,1.1271,,2.269,,1.6127,1.2346,1.4995,1.7699,0.6697,0.9927,0.8437,,1.046,1.1015,0.5435,0.9421,2.9215,,,,,,,,,QC'd by NIEHS/NTP
1446,17389847,6557,CC(=C)C=C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944747-01/37961568,,Inactive,,,,0,,,,,,,4,,-0.5776,-0.2407,,1.1107,,-0.1831,1.1384,-0.1172,0.2663,-0.3343,-0.2744,-1.0199,,-0.9814,-0.074,0.2996,-0.2488,-0.5776,,,,,,,,,QC'd by NIEHS/NTP
1447,17389848,3767,C1=CN=CC=C1C(=O)NN,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509322-01/37961581,,Inactive,,,,0,,-4.1,1.21,0.8574,8,0.151,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,4.8569,-0.0995,,-0.154,,-0.1598,0.1411,0.2363,0.4057,-0.0813,-0.7075,0.1656,,-0.1136,0.1244,2.7353,2.0275,4.8569,,,,,,,,,QC'd by NIEHS/NTP
1448,17389849,10958,CC(C)CON=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08013831-01/37962386,,Inactive,,,,0,,,,,,,4,,1.5326,-0.1143,,0.2662,,0.3412,0.8226,0.2613,0.1505,0.5779,0.0317,0.3043,,0.9506,0.359,1.0019,-0.216,1.5326,,,,,,,,,QC'd by NIEHS/NTP
1449,17389850,6374,C(I)(I)I,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990374-01/37961055,,Inactive,,,,0,,-4.7,2.3332,0.8135,4,-0.6353,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.7213,-1.1496,,0.1713,,0.1707,0.2444,-1.3523,-0.0647,0.3725,-1.261,-1.3627,,-1.2128,-0.9163,2.6771,3.1974,3.7213,,,,,,,,,QC'd by NIEHS/NTP
1450,17389851,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08097232-01/37961954,,Inactive,,,,0,,-5.7,4.9549,0.4258,-3.8491,0,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1,0.5342,-1.225,,-0.2115,,1.0021,0.5729,-0.1803,0.1871,0.1794,0.0837,-1.541,,-1.0075,-0.3576,-0.077,0.0266,0.5342,,,,,,,,,QC'd by NIEHS/NTP
1451,17389852,1923,C1=CC2=C(C(=C1)O)N=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509368-01/37961350,,Inactive,,,,0,,-4.3,1.331,0.8302,6,0.3915,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.9764,-0.5071,,0.612,,0.5061,1.34,-0.2985,0.5676,0.4351,0.5188,-0.1709,,-0.4474,0.657,1.7771,3.4979,3.9764,,,,,,,,,QC'd by NIEHS/NTP
1452,17389854,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082729-01/37961623,,Inactive,,,,0,,,,,,,4,,0.0029,0.6555,,0.4348,,-0.1827,0.6274,-0.1108,0.0194,0.0828,-0.138,-0.3632,,1.0053,0.0815,0.6476,0.3976,0.0029,,,,,,,,,QC'd by NIEHS/NTP
1453,17389855,31222,C1=CC=C(C=C1)NNC2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981231-01/37961063,,Inactive,,,,0,,-6.15,2.7202,0.4937,-2.8807,0.5,4,0 0 0 0 0 0 0 0 1 1 1 1 1 1,0.5398,-0.4841,,0.6549,,0.3319,0.551,-0.5536,1.0701,-0.0616,-1.5672,-0.3245,,0.7633,0.3014,0.6054,0.812,0.5398,,,,,,,,,QC'd by NIEHS/NTP
1454,17389856,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08007493-01/37961770,,Inactive,,,,0,,,,,,,4,,0.1156,0.6086,,-0.6951,,0.2122,-0.4527,0.4611,0.6092,0.4885,-0.0608,0.1701,,0.4055,0.8438,0.3463,-0.0075,0.1156,,,,,,,,,QC'd by NIEHS/NTP
1455,17389857,12332,CCCCCC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981855-01/37961630,,Inactive,,,,0,,,,,,,4,,-0.0681,0.0361,,0.8474,,0.9351,1.1879,-0.4435,0.9418,0.2551,-0.1305,-0.486,,0.0403,-0.0733,0.7806,0.729,-0.0681,,,,,,,,,QC'd by NIEHS/NTP
1456,17389858,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07980929-01/37960992,,Inactive,,,,0,,,,,,,4,,3.5849,-0.1905,,0.6982,,0.556,-0.0781,-0.0523,-0.2456,-0.1851,0.0582,-0.556,,-1.3918,-0.2562,2.4362,4.0108,3.5849,,,,,,,,,QC'd by NIEHS/NTP
1457,17389859,6214,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990324-01/37961814,,Inactive,,,,0,,,,,,,4,,0.1803,0.0375,,0.4437,,-0.3823,0.9157,-0.5383,-0.1612,0.055,-1.1944,-1.4075,,0.1431,-0.1002,0.0085,-0.0888,0.1803,,,,,,,,,QC'd by NIEHS/NTP
1458,17389860,6478,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08007613-01/37961556,,Inactive,,,,0,,,,,,,4,,0.1578,0.2394,,0.4053,,0.1925,-0.002,-0.3212,-0.2989,-0.2535,0.3882,-0.7775,,-0.5861,-1.6894,0.6329,0.3396,0.1578,,,,,,,,,QC'd by NIEHS/NTP
1459,17389861,6901,C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07981842-01/37962398,,Inactive,,,,0,,,,,,,4,,-0.5405,-0.1441,,0.6371,,0.1316,1.0286,-0.568,-0.3512,-0.4865,1.8138,-1.0456,,-0.981,-0.0114,0.6736,-0.0926,-0.5405,,,,,,,,,QC'd by NIEHS/NTP
1460,17389862,8127,CCCCCCCN,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944101-01/37961248,,Inactive,,,,0,,,,,,,4,,-0.5764,-0.3944,,-0.2863,,0.0123,0.7347,0.0695,-0.462,-0.1628,-0.0344,-0.0644,,-0.8083,-0.4589,1.4114,-0.1685,-0.5764,,,,,,,,,QC'd by NIEHS/NTP
1461,17389863,3589,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08006314-01/37962034,,Inactive,,,,0,,,,,,,4,,-0.7191,-0.1618,,-0.0679,,-0.2947,0.374,0.1047,-0.4262,-0.4562,0.159,-0.6864,,-0.6612,-0.2472,-0.2138,-0.3635,-0.7191,,,,,,,,,QC'd by NIEHS/NTP
1462,17389864,320930,C1C2=CC(=C(C=C2[C@@H]3[C@]1(COC4=C3C=CC(=C4O)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07975480-01/37961108,,Inactive,,,,0,,-3.5,0.7,0.4803,-5.7167,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-1.8472,-0.6822,,0.6863,,0.4042,0.602,-0.7724,0.8862,-0.1199,-0.0165,-1.12,,0.0731,-0.8527,-0.5071,-0.9567,-1.8472,,,,,,,,,QC'd by NIEHS/NTP
1463,17389865,441140,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944797-01/37962291,,Inactive,,,,0,,,,,,,4,,0.1128,-0.6609,,0.8642,,0.0114,0.6244,-0.2872,0.7116,0.1486,-0.1978,-0.4877,,0.4449,0.0381,1.0781,0.5645,0.1128,,,,,,,,,QC'd by NIEHS/NTP
1464,17389866,11164,C1C(O1)CO,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509538-01/37961447,,Inactive,,,,0,,,,,,,4,,-0.6644,-0.9358,,0.3653,,0.1078,-0.966,0.3838,-0.5697,-0.9495,0.8469,-1.4631,,-0.6191,-0.2874,0.0879,-0.091,-0.6644,,,,,,,,,QC'd by NIEHS/NTP
1465,17389867,753,C(C(CO)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944067-01/37962036,,Inactive,,,,0,,,,,,,4,,0.2255,0.1165,,-0.5587,,1.4769,-0.4369,-0.1118,1.2266,-0.3937,-0.1173,-0.3618,,-1.106,-0.0248,0.4895,-0.0957,0.2255,,,,,,,,,QC'd by NIEHS/NTP
1466,17389868,6466,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944403-01/37961893,,Inactive,,,,0,,,,,,,4,,-0.9537,-0.5007,,-0.4315,,-0.3901,-0.2428,-0.3532,-0.4881,-0.07,-0.613,-0.806,,-0.4213,-0.2531,0.3319,-0.7758,-0.9537,,,,,,,,,QC'd by NIEHS/NTP
1467,17389869,11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944787-01/37961135,,Inactive,,,,0,,-4.7,3.0654,0.6747,-9.7794,0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-3.0313,0.2246,,-0.1479,,0.7258,-0.3925,-0.4496,-0.0613,-0.6084,-0.6591,0.1203,,1.0702,5.52,-7.5042,-8.1495,-3.0313,,,,,,,,,QC'd by NIEHS/NTP
1468,17389870,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509362-01/37961440,,Inactive,,,,0,,,,,,,4,,-0.1122,0.8562,,0.1135,,0.2096,0.6372,0.0343,-0.87,-0.4323,-0.1232,-0.5028,,-0.1529,-1.3057,1.6912,0.3563,-0.1122,,,,,,,,,QC'd by NIEHS/NTP
1469,17389871,370,C1=C(C=C(C(=C1O)O)O)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07948947-01/37961275,,Inactive,,,,0,,,,,,,4,,-0.689,-0.9389,,0.0635,,0.0391,0.1,-0.7385,-0.8245,-0.766,-0.1018,-0.921,,-1.1463,0.4688,0.8251,-0.5358,-0.689,,,,,,,,,QC'd by NIEHS/NTP
1470,17389872,3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07936008-01/37961811,,Inactive,,,,0,,-4.3,4.9549,0.7725,-7.6132,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,0.7295,-0.1189,,-0.0037,,-0.2362,0.5886,-0.648,0.0579,-0.0512,0.4742,-0.4081,,-0.8949,-0.0462,0.4255,-3.011,0.7295,,,,,,,,,QC'd by NIEHS/NTP
1471,17389873,7362,C1=COC(=C1)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07985255-01/37962275,,Inactive,,,,0,,,,,,,4,,-0.5489,0.5228,,-0.527,,0.1572,0.4439,-1.4147,-1.3182,-0.4544,0.5308,-1.3228,,-1.9478,-1.4003,-0.0129,-0.0753,-0.5489,,,,,,,,,QC'd by NIEHS/NTP
1472,17389874,8029,C1=COC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548298-01/37962217,,Inactive,,,,0,,,,,,,4,,-0.8012,-1.0185,,0.1151,,-0.1931,0.4212,0.4309,0.1427,-0.7554,0.3913,-0.2925,,-0.936,-0.8738,0.0408,0.3769,-0.8012,,,,,,,,,QC'd by NIEHS/NTP
1473,17389875,3385,C1=C(C(=O)NC(=O)N1)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990164-01/37961160,,Inactive,,,,0,,,,,,,4,,-0.168,-0.734,,0.5023,,0.0773,0.0528,-0.1242,-0.3412,0.0422,-0.0695,-0.0239,,-1.7302,-0.2301,0.0797,-0.3229,-0.168,,,,,,,,,QC'd by NIEHS/NTP
1474,17389876,16562,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07990357-01/37961610,,Inactive,,,,0,,,,,,,4,,-0.6235,-0.3058,,0.2179,,-0.1682,0.0636,-0.3278,2.3891,-0.5797,0.1946,0.1741,,-0.1964,0.0573,1.4648,1.052,-0.6235,,,,,,,,,QC'd by NIEHS/NTP
1475,17389878,23668198,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944750-01/37961872,,Inactive,,,,0,,-4.2,2.3332,0.8598,12,0.1106,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,10.3635,0.9398,,0.5012,,-0.1853,0.7324,-0.568,-1.1578,-0.2039,0.3271,-0.2989,,-0.8092,0.0092,1.2068,1.4126,10.3635,,,,,,,,,QC'd by NIEHS/NTP
1476,17389879,3314,COC1=C(C=CC(=C1)CC=C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08001524-01/37962097,,Inactive,,,,0,,,,,,,4,,0.0788,-1.6242,,0.4434,,0.1187,-0.004,0.2863,0.64,-0.2024,0.2289,-0.2804,,-0.3536,-0.2123,0.7045,0.0248,0.0788,,,,,,,,,QC'd by NIEHS/NTP
1477,17389880,2758,CC1(C2CCC(O1)(CC2)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082672-01/37961186,,Inactive,,,,0,,,,,,,4,,-0.1439,-0.2396,,0.8128,,-0.2099,-0.0051,-0.6245,-0.6604,-0.7595,0.1539,-1.2949,,0.2364,-0.7254,-0.1101,-0.6844,-0.1439,,,,,,,,,QC'd by NIEHS/NTP
